Id,PID,Lot_Frontage,Lot_Area,Lot_Shape,Land_Slope,Overall_Qual,Overall_Cond,Year_Built,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Heating_QC,Central_Air,Electrical,1st_Flr_SF,2nd_Flr_SF,Low_Qual_Fin_SF,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,Functional,Fireplaces,Fireplace_Qu,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,3Ssn_Porch,Screen_Porch,Pool_Area,Fence,Misc_Val,Mo_Sold,SalePrice,Age,Other_Rooms,Garage_area/car,Neighb_Qual,Street_Pave,Land_Contour_HLS,Land_Contour_Low,Land_Contour_Lvl,MS_Zoning_RH,MS_Zoning_RL,MS_Zoning_RM,Condition_Feedr,Condition_Norm,Condition_PosA,Bldg_Type_2FmCon,Bldg_Type_Duplx,Bldg_Type_TwnhsE,Bldg_Type_TwnhsI,Roof_Style_Gable,Roof_Style_Gambrel,Roof_Style_Hip,Roof_Style_Mansard,Roof_Style_Shed,is_Remodeled,Exterior_AsbShng,Exterior_AsphShn,Exterior_BrkComm,Exterior_BrkFace,Exterior_CemntBd,Exterior_HdBoard,Exterior_MetalSd,Exterior_Plywood,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,Garage_Type_Attchd,Garage_Type_Basment,Garage_Type_BuiltIn,Garage_Type_CarPort,Garage_Type_Detchd,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Lot_Config_CulDSac,Lot_Config_FR2,Lot_Config_FR3,Lot_Config_Inside
2242,910206010,64.0,11067,4,3,2,4,1939,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,5,1,5,640,0,205,0.0,0.0,1,0,1,1,3,2,0,0,1950.0,1,1.0,3,2,1,48,0,0,0,0,0,0,0,3,68104,68,3,256.0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1105,528363020,88.5,11929,3,3,8,7,1995,466.0,4,3,4,3,3,1,0.0,1,0.0,1242.0,5,1,5,1251,1250,0,0.0,0.0,2,1,4,1,4,7,1,3,1995.0,2,3.0,3,3,3,192,87,0,0,0,0,0,0,6,290000,13,5,250.33333333333334,4,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
121,534401110,90.0,9900,4,3,5,5,1966,0.0,3,3,4,3,1,4,1059.0,1,0.0,150.0,4,1,5,1209,0,0,1.0,0.0,1,0,3,1,3,7,0,0,1966.0,2,2.0,3,3,3,0,0,120,0,0,0,0,0,4,159000,44,3,252.0,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1223,534453140,50.0,4882,3,2,4,7,1937,0.0,3,3,3,3,1,3,120.0,1,0.0,228.0,3,1,5,453,453,0,0.0,0.0,1,0,2,1,3,7,0,0,1937.0,1,1.0,2,3,3,0,0,0,0,0,0,0,0,9,87000,71,3,231.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
265,907252120,70.0,11423,4,3,8,5,2001,479.0,4,3,4,3,3,6,1358.0,1,0.0,223.0,5,1,5,1601,0,0,1.0,0.0,2,0,3,1,4,7,1,3,2001.0,2,2.0,3,3,3,180,0,0,0,0,0,3,2000,5,272000,9,3,335.0,3,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2813,907414040,65.0,8772,4,3,7,5,2005,0.0,4,3,4,3,2,6,996.0,1,0.0,340.0,5,1,5,1336,0,0,1.0,0.0,2,0,3,1,4,7,0,0,2005.0,1,2.0,3,3,3,136,43,0,0,0,0,0,0,9,198000,1,3,251.0,3,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1294,902109120,63.0,7628,4,3,4,6,1940,0.0,3,4,3,3,1,1,0.0,1,0.0,801.0,4,1,4,1095,561,0,0.0,0.0,2,0,2,1,3,4,0,0,1958.0,1,2.0,3,3,3,187,0,0,0,0,0,0,0,5,119164,68,6,220.0,2,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2745,905477010,77.0,8335,4,3,5,5,1954,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,4,1,5,1124,0,0,0.0,0.0,1,0,3,1,3,5,1,4,0.0,0,0.0,0,0,1,0,36,190,0,0,0,0,0,4,93000,52,2,0.0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1094,528280180,71.0,8220,3,3,7,5,2000,647.0,4,3,4,3,3,6,544.0,1,0.0,438.0,5,1,5,1008,884,0,0.0,0.0,2,1,3,1,3,7,1,3,2000.0,2,2.0,3,3,3,108,0,0,0,0,0,0,0,7,226750,8,5,215.5,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
651,535353140,107.0,10615,3,2,3,5,1900,0.0,3,3,2,3,2,4,440.0,1,0.0,538.0,3,1,5,1014,685,0,1.0,0.0,2,0,3,2,3,7,0,0,1920.0,1,2.0,2,2,3,0,74,0,0,0,0,0,0,8,95000,109,4,210.0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
198,903228150,50.0,6000,4,3,6,7,1948,0.0,3,3,3,3,1,3,300.0,1,0.0,480.0,3,1,5,780,636,0,0.0,0.0,1,1,3,1,3,7,0,0,1948.0,1,1.0,3,3,2,221,0,48,0,0,0,0,0,3,139900,62,3,312.0,2,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
131,534451150,55.0,5350,3,3,3,2,1940,0.0,3,1,3,3,1,1,0.0,1,0.0,728.0,5,1,5,1306,0,0,0.0,0.0,1,0,3,1,2,4,0,0,0.0,0,0.0,0,0,3,263,0,0,0,0,0,2,450,5,76500,70,3,0.0,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1258,535380110,60.0,5400,4,3,4,7,1940,0.0,4,3,3,3,1,1,0.0,1,0.0,672.0,4,1,5,672,0,0,0.0,0.0,1,0,2,1,3,7,0,0,1997.0,1,1.0,3,3,1,88,108,0,0,0,0,0,0,7,86900,68,2,308.0,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1599,923227030,73.0,17979,3,3,5,6,1968,0.0,3,4,3,3,1,5,785.0,1,0.0,328.0,5,1,5,1160,0,0,1.0,0.0,1,0,3,1,4,7,0,0,1968.0,1,1.0,3,3,3,81,0,0,0,0,0,2,500,2,152500,40,3,257.0,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1508,908250090,68.0,9520,4,2,4,5,1953,115.0,3,3,4,3,1,3,767.0,1,0.0,144.0,3,1,5,930,0,0,0.0,0.0,1,0,2,1,3,7,0,0,1953.0,2,1.0,3,3,3,134,0,0,0,0,0,3,3000,5,99000,55,3,286.0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
615,534450150,50.0,5330,4,3,4,7,1940,0.0,2,3,3,3,1,2,280.0,1,0.0,140.0,4,1,5,708,0,0,0.0,0.0,1,0,2,1,2,7,0,0,0.0,0,0.0,0,0,3,164,0,0,0,0,0,0,0,12,82500,69,3,0.0,2,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1815,531451030,50.0,8012,4,3,6,5,1992,0.0,4,3,4,3,1,6,430.0,1,0.0,1145.0,4,1,5,1575,0,0,1.0,0.0,2,0,2,1,4,7,0,0,1992.0,2,2.0,3,3,3,0,0,52,0,0,0,0,0,7,179200,15,3,264.5,3,1,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2712,905105010,75.0,9000,4,3,5,6,1966,0.0,3,3,3,3,1,5,773.0,1,0.0,286.0,4,1,5,1059,0,0,1.0,0.0,1,0,3,1,3,7,0,0,1966.0,3,1.0,3,3,3,0,88,0,0,0,0,2,0,6,142500,40,3,286.0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2051,905101070,62.0,14299,4,3,4,3,1964,0.0,3,3,3,3,1,3,513.0,2,144.0,348.0,3,1,5,1005,0,0,1.0,0.0,1,0,3,1,3,7,0,0,1964.0,1,2.0,3,3,1,0,0,0,0,0,0,3,0,7,115400,43,2,220.0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1863,534104090,73.0,7050,4,3,7,5,2001,0.0,4,3,4,3,1,6,738.0,1,0.0,319.0,5,1,5,1057,872,0,1.0,0.0,2,1,3,1,4,7,1,3,2001.0,3,2.0,3,3,3,0,235,0,0,0,0,0,0,5,226000,6,4,325.0,4,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2510,533212130,30.0,3180,4,3,7,5,2005,0.0,4,3,4,3,1,1,0.0,1,0.0,600.0,5,1,5,520,600,80,0.0,0.0,2,1,2,1,4,7,0,0,2005.0,2,2.0,3,3,3,0,166,0,0,0,0,0,0,4,144152,1,2,240.0,4,1,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1069,528178090,112.0,16451,3,3,8,5,2003,221.0,4,3,5,3,4,1,0.0,1,0.0,1765.0,5,1,5,1804,886,0,0.0,0.0,2,1,4,1,4,7,1,4,2003.0,3,3.0,3,3,3,268,58,0,0,0,0,0,0,7,370000,5,5,265.0,4,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
336,923276030,76.0,12887,4,3,5,7,1984,0.0,3,3,4,3,2,3,207.0,6,590.0,36.0,3,1,5,833,0,0,1.0,0.0,1,0,2,1,4,7,0,0,1984.0,1,2.0,3,3,3,431,0,0,0,0,0,3,0,4,149900,26,3,247.5,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2417,528221100,105.0,15578,3,3,6,5,2006,0.0,4,3,4,3,1,1,0.0,1,0.0,728.0,4,1,5,728,728,0,0.0,0.0,2,1,3,1,3,7,0,0,2006.0,2,2.0,3,3,3,0,0,0,0,0,0,0,0,5,172785,0,5,214.5,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1962,535451110,60.0,7200,4,3,5,8,1950,0.0,3,3,3,3,1,5,398.0,4,149.0,317.0,4,1,5,864,0,0,1.0,0.0,1,0,3,1,4,7,0,0,1980.0,2,2.0,3,3,3,194,0,0,0,0,0,0,0,7,129000,57,2,360.0,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
372,527302175,48.0,17043,3,3,6,5,1979,0.0,3,4,4,2,1,1,0.0,1,0.0,1362.0,3,1,5,1586,0,0,0.0,0.0,2,0,3,1,3,7,1,3,1979.0,1,2.0,3,3,3,192,0,0,0,0,0,0,0,1,181000,30,4,217.5,3,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2578,535178100,125.0,10000,4,3,5,6,1956,272.0,3,3,3,3,3,4,678.0,3,281.0,99.0,5,1,5,1370,0,0,1.0,0.0,1,0,3,1,3,7,1,3,1956.0,2,1.0,3,3,3,191,0,0,0,120,0,3,0,2,148000,50,3,300.0,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2824,908130020,75.0,8050,4,3,6,5,2002,0.0,3,3,4,3,3,6,475.0,5,297.0,142.0,5,1,5,914,0,0,1.0,0.0,1,0,2,1,4,7,0,0,0.0,0,0.0,0,0,1,32,0,0,0,0,0,0,0,4,117250,4,2,0.0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
471,528228435,43.0,3182,4,3,7,5,2005,16.0,4,3,4,3,3,6,16.0,1,0.0,1357.0,5,1,5,1555,0,0,0.0,0.0,2,0,2,1,4,7,1,3,2005.0,3,2.0,3,3,3,143,20,0,0,0,0,0,0,5,192500,4,5,215.0,3,1,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1544,909451150,24.0,1950,4,3,6,6,1980,0.0,3,4,4,3,1,2,81.0,6,612.0,23.0,3,1,5,716,840,0,1.0,0.0,2,1,3,1,3,7,1,3,1980.0,3,2.0,3,3,3,161,0,0,0,0,0,4,0,7,151000,28,3,226.0,3,1,0,0,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2141,907203060,70.0,7700,4,3,5,5,1972,0.0,3,3,3,3,1,2,138.0,3,468.0,276.0,3,1,5,882,0,0,1.0,0.0,1,0,3,1,3,7,0,0,1980.0,1,2.0,3,3,3,96,0,0,0,0,0,3,0,3,112500,35,2,230.5,3,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2008,903205085,98.0,8731,3,3,5,5,1920,0.0,3,2,3,3,1,4,645.0,1,0.0,270.0,3,1,5,1167,0,0,0.0,0.0,1,0,3,1,3,3,1,4,1972.0,1,2.0,3,3,3,0,0,216,0,126,0,0,0,5,144000,87,3,247.5,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1075,528186130,89.0,8232,3,3,9,5,2007,714.0,5,3,5,3,1,6,1204.0,1,0.0,596.0,5,1,5,1800,0,0,1.0,0.0,2,0,2,1,5,7,1,4,2008.0,2,3.0,3,3,3,210,0,0,0,0,0,0,0,6,370967,1,4,314.6666666666667,4,1,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
34,527453130,24.0,2280,4,3,6,6,1975,0.0,3,3,3,3,1,5,514.0,1,0.0,341.0,3,1,5,855,601,0,0.0,0.0,2,1,3,1,4,7,1,3,1975.0,1,2.0,3,3,3,173,0,0,0,0,0,0,0,6,149900,35,3,220.0,2,1,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
847,907192030,68.0,8935,3,3,7,5,2002,95.0,4,3,4,3,1,1,0.0,1,0.0,831.0,5,1,5,831,829,0,0.0,0.0,2,1,3,1,4,7,0,0,2002.0,2,2.0,3,3,3,144,68,0,0,0,0,0,0,7,195000,7,4,246.5,3,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1629,527165100,63.0,9125,3,3,7,5,1992,170.0,3,3,4,3,1,1,0.0,1,0.0,384.0,4,1,5,812,670,0,0.0,0.0,2,1,3,1,4,7,1,3,1992.0,3,2.0,3,3,3,100,25,0,0,0,0,0,0,7,163900,15,4,196.0,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2073,905352010,82.5,11075,4,3,6,5,1984,136.0,3,3,4,3,1,4,299.0,2,891.0,0.0,5,1,5,1522,0,0,0.0,0.0,2,0,3,1,3,7,1,3,1984.0,3,2.0,3,3,3,0,77,0,0,168,0,4,0,2,182000,23,4,276.0,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
960,916382100,113.0,13438,3,3,9,5,2008,246.0,5,3,5,3,4,6,1758.0,1,0.0,432.0,5,1,5,2036,0,0,1.0,0.0,2,0,3,1,5,7,1,5,2008.0,3,3.0,3,3,3,90,154,0,0,0,0,0,0,7,410000,1,6,260.0,4,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
955,914476430,82.0,11070,4,3,5,5,1991,0.0,3,3,4,3,1,4,55.0,1,0.0,1527.0,3,1,5,1595,0,0,1.0,0.0,2,0,2,1,3,7,0,0,1991.0,1,2.0,3,3,3,0,0,0,0,0,0,0,0,4,152000,18,3,336.0,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2476,531376030,65.0,7800,4,3,7,5,2005,172.0,4,3,4,3,1,1,0.0,1,0.0,891.0,5,1,5,891,795,0,0.0,0.0,2,1,3,1,4,7,0,0,2005.0,3,2.0,3,3,3,144,101,0,0,0,0,0,0,4,184000,1,5,231.0,3,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1590,923202015,78.0,7060,4,3,7,5,1997,200.0,3,4,4,4,4,6,1309.0,1,0.0,35.0,5,1,5,1344,0,0,2.0,0.0,2,0,2,2,3,7,0,0,1997.0,3,4.0,3,3,3,0,0,0,0,0,0,0,0,11,206300,11,6,196.0,2,1,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2913,923226150,73.0,11836,3,3,5,5,1970,0.0,3,3,3,3,1,4,149.0,1,0.0,1503.0,3,1,5,1652,0,0,0.0,0.0,2,0,4,2,3,7,0,0,1970.0,1,3.0,3,3,3,0,0,0,0,0,0,0,0,3,146500,36,4,309.3333333333333,2,1,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149,535180130,60.0,8382,4,3,4,5,1956,0.0,3,3,3,3,1,1,0.0,1,0.0,832.0,3,1,4,832,505,0,0.0,0.0,1,0,3,1,3,7,0,0,1956.0,1,1.0,3,3,3,0,0,0,0,0,0,0,0,2,108000,54,2,263.0,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2525,534126060,102.0,10192,3,3,7,6,1968,143.0,3,3,3,3,1,1,0.0,1,0.0,570.0,4,1,5,1222,698,0,0.0,0.0,3,0,4,1,4,7,1,3,1968.0,2,2.0,3,3,3,0,98,0,0,0,0,4,0,9,170000,38,4,243.5,3,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1470,907290250,70.0,4426,4,3,6,5,2004,205.0,4,3,4,3,2,6,662.0,1,0.0,186.0,5,1,5,848,0,0,1.0,0.0,1,0,1,1,4,7,0,0,2004.0,2,2.0,3,3,3,140,0,0,0,0,0,0,0,2,145000,4,2,210.0,3,1,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
412,527453140,24.0,2280,4,3,7,5,1975,0.0,3,3,4,3,1,5,435.0,2,622.0,0.0,3,1,5,1055,0,0,0.0,1.0,2,0,2,1,3,7,1,2,1975.0,2,2.0,3,3,3,0,27,0,0,0,0,0,0,8,123000,34,2,220.0,2,1,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1399,905351089,82.5,2887,4,3,6,5,1996,0.0,3,3,4,3,2,6,1003.0,1,0.0,288.0,5,1,5,1291,0,0,1.0,0.0,1,0,2,1,4,7,1,4,1996.0,1,2.0,3,3,3,307,0,0,0,0,0,0,0,11,173000,12,4,215.5,2,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
183,902207140,60.0,8520,4,3,6,8,1928,0.0,3,4,3,3,1,1,0.0,1,0.0,624.0,4,1,5,720,0,0,0.0,0.0,1,0,2,1,3,7,0,0,2005.0,1,2.0,3,3,3,106,0,0,0,0,0,0,0,5,105900,82,3,242.0,2,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
974,923225360,21.0,1596,4,3,4,5,1973,0.0,3,3,4,3,4,6,462.0,1,0.0,0.0,3,1,5,526,462,0,1.0,0.0,1,0,2,1,3,7,0,0,1973.0,1,1.0,3,3,3,120,101,0,0,0,0,2,0,11,91000,36,3,297.0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
930,909426090,78.0,15600,4,3,5,7,1949,0.0,3,3,3,3,1,4,312.0,3,507.0,248.0,2,0,5,986,537,0,1.0,0.0,2,0,3,1,2,2,1,3,1949.0,1,1.0,3,3,3,0,0,81,0,0,0,0,0,10,158000,60,4,295.0,3,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
881,907412020,65.0,9313,3,3,7,5,2004,0.0,4,3,4,3,1,1,0.0,1,0.0,864.0,5,1,5,864,864,0,0.0,0.0,2,1,3,1,4,7,0,0,2004.0,2,2.0,3,3,3,187,56,0,0,0,0,0,0,4,190000,5,4,286.0,3,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1180,533250110,22.0,11064,2,3,8,5,1995,0.0,4,3,4,3,4,2,560.0,6,670.0,0.0,5,1,5,1239,0,0,1.0,0.0,1,1,1,1,4,7,1,2,1995.0,3,2.0,3,3,3,172,24,0,0,0,0,0,0,8,217500,13,3,238.5,4,1,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1553,910226040,75.0,9000,4,3,5,5,1958,162.0,3,3,3,3,1,5,330.0,1,0.0,821.0,4,1,4,1151,804,0,0.0,0.0,2,0,4,1,3,7,0,0,1958.0,3,1.0,3,3,3,0,0,0,0,0,0,0,0,1,165500,50,3,356.0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1
928,909425060,75.0,12000,4,3,7,7,1941,0.0,3,3,3,3,1,3,275.0,1,0.0,429.0,5,1,5,860,704,0,0.0,0.0,1,1,3,1,2,7,1,4,1941.0,1,1.0,3,3,3,0,0,0,0,0,0,0,0,7,174500,68,4,234.0,3,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1512,908276140,62.0,7692,4,2,4,6,1954,0.0,3,3,5,3,3,1,0.0,1,0.0,416.0,4,1,4,1204,0,0,0.0,0.0,1,0,3,1,3,7,0,0,1954.0,1,1.0,3,3,3,0,0,0,0,0,0,0,0,11,100000,54,3,312.0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,526351010,81.0,14267,3,3,6,6,1958,108.0,3,3,3,3,1,5,923.0,1,0.0,406.0,3,1,5,1329,0,0,0.0,0.0,1,1,3,1,4,7,0,0,1958.0,1,1.0,3,3,3,393,36,0,0,0,0,0,12500,6,172000,52,3,312.0,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
